pattern,pattern_category,task_id,turn_index,quality,delta_q,tokens_kT,delta_c,cumul_cost_kT,lambda,delta_u,U_t
rr3,A,anal_01,3,4.0,0.0,3.1,3.1,6.9190000000000005,0.1,-0.31000000000000005,3.3081
rr3,A,anal_01,1,4.0,4.0,1.442,1.442,1.442,0.2,3.7116,3.7116
rr3,A,anal_01,2,4.0,0.0,2.377,2.377,3.819,0.2,-0.4754,3.2362
rr3,A,anal_01,3,4.0,0.0,3.1,3.1,6.9190000000000005,0.2,-0.6200000000000001,2.6162
rr3,A,anal_01,1,4.0,4.0,1.442,1.442,1.442,0.5,3.279,3.279
rr3,A,anal_01,2,4.0,0.0,2.377,2.377,3.819,0.5,-1.1885,2.0905
rr3,A,anal_01,3,4.0,0.0,3.1,3.1,6.9190000000000005,0.5,-1.55,0.5404999999999998
rr3,A,anal_02,1,3.0,3.0,1.419,1.419,1.419,0.0,3.0,3.0
rr3,A,anal_02,2,4.0,1.0,3.453,3.453,4.872,0.0,1.0,4.0
rr3,A,anal_02,3,4.0,0.0,5.16,5.16,10.032,0.0,0.0,4.0
rr3,A,anal_02,4,4.0,0.0,7.478,7.478,17.509999999999998,0.0,0.0,4.0
rr3,A,anal_02,5,4.0,0.0,3.593,3.593,21.102999999999998,0.0,0.0,4.0
rr3,A,anal_02,6,4.0,0.0,1.322,1.322,22.424999999999997,0.0,0.0,4.0
rr3,A,anal_02,1,3.0,3.0,1.419,1.419,1.419,0.05,2.92905,2.92905
rr3,A,anal_02,2,4.0,1.0,3.453,3.453,4.872,0.05,0.82735,3.7564
rr3,A,anal_02,3,4.0,0.0,5.16,5.16,10.032,0.05,-0.258,3.4984
rr3,A,anal_02,4,4.0,0.0,7.478,7.478,17.509999999999998,0.05,-0.3739,3.1245000000000003
rr3,A,anal_02,5,4.0,0.0,3.593,3.593,21.102999999999998,0.05,-0.17965,2.9448499999999997
rr3,A,anal_02,6,4.0,0.0,1.322,1.322,22.424999999999997,0.05,-0.0661,2.87875
rr3,A,anal_02,1,3.0,3.0,1.419,1.419,1.419,0.1,2.8581,2.8581
rr3,A,anal_02,2,4.0,1.0,3.453,3.453,4.872,0.1,0.6547000000000001,3.5128
rr3,A,anal_02,3,4.0,0.0,5.16,5.16,10.032,0.1,-0.516,2.9968
rr3,A,anal_02,4,4.0,0.0,7.478,7.478,17.509999999999998,0.1,-0.7478,2.249
rr3,A,anal_02,5,4.0,0.0,3.593,3.593,21.102999999999998,0.1,-0.3593,1.8897
rr3,A,anal_02,6,4.0,0.0,1.322,1.322,22.424999999999997,0.1,-0.1322,1.7575000000000003
rr3,A,anal_02,1,3.0,3.0,1.419,1.419,1.419,0.2,2.7162,2.7162
rr3,A,anal_02,2,4.0,1.0,3.453,3.453,4.872,0.2,0.3094,3.0256
rr3,A,anal_02,3,4.0,0.0,5.16,5.16,10.032,0.2,-1.032,1.9935999999999998
rr3,A,anal_02,4,4.0,0.0,7.478,7.478,17.509999999999998,0.2,-1.4956,0.4980000000000002
rr3,A,anal_02,5,4.0,0.0,3.593,3.593,21.102999999999998,0.2,-0.7186,-0.22060000000000013
rr3,A,anal_02,6,4.0,0.0,1.322,1.322,22.424999999999997,0.2,-0.2644,-0.48499999999999943
rr3,A,anal_02,1,3.0,3.0,1.419,1.419,1.419,0.5,2.2904999999999998,2.2904999999999998
rr3,A,anal_02,2,4.0,1.0,3.453,3.453,4.872,0.5,-0.7264999999999999,1.564
rr3,A,anal_02,3,4.0,0.0,5.16,5.16,10.032,0.5,-2.58,-1.016
rr3,A,anal_02,4,4.0,0.0,7.478,7.478,17.509999999999998,0.5,-3.739,-4.754999999999999
rr3,A,anal_02,5,4.0,0.0,3.593,3.593,21.102999999999998,0.5,-1.7965,-6.551499999999999
rr3,A,anal_02,6,4.0,0.0,1.322,1.322,22.424999999999997,0.5,-0.661,-7.212499999999999
rr3,A,anal_03,1,3.0,3.0,1.369,1.369,1.369,0.0,3.0,3.0
rr3,A,anal_03,2,4.0,1.0,3.161,3.161,4.53,0.0,1.0,4.0
rr3,A,anal_03,3,4.0,0.0,4.108,4.108,8.638,0.0,0.0,4.0
rr3,A,anal_03,1,3.0,3.0,1.369,1.369,1.369,0.05,2.93155,2.93155
rr3,A,anal_03,2,4.0,1.0,3.161,3.161,4.53,0.05,0.84195,3.7735
rr3,A,anal_03,3,4.0,0.0,4.108,4.108,8.638,0.05,-0.2054,3.5681
rr3,A,anal_03,1,3.0,3.0,1.369,1.369,1.369,0.1,2.8631,2.8631
rr3,A,anal_03,2,4.0,1.0,3.161,3.161,4.53,0.1,0.6839,3.5469999999999997
rr3,A,anal_03,3,4.0,0.0,4.108,4.108,8.638,0.1,-0.4108,3.1362
rr3,A,anal_03,1,3.0,3.0,1.369,1.369,1.369,0.2,2.7262,2.7262
rr3,A,anal_03,2,4.0,1.0,3.161,3.161,4.53,0.2,0.3677999999999999,3.094
rr3,A,anal_03,3,4.0,0.0,4.108,4.108,8.638,0.2,-0.8216,2.2724
rr3,A,anal_03,1,3.0,3.0,1.369,1.369,1.369,0.5,2.3155,2.3155
rr3,A,anal_03,2,4.0,1.0,3.161,3.161,4.53,0.5,-0.5805,1.7349999999999999
rr3,A,anal_03,3,4.0,0.0,4.108,4.108,8.638,0.5,-2.054,-0.31899999999999995
rr3,A,anal_04,1,3.0,3.0,1.691,1.691,1.691,0.0,3.0,3.0
rr3,A,anal_04,2,4.0,1.0,5.56,5.56,7.2509999999999994,0.0,1.0,4.0
rr3,A,anal_04,3,4.0,0.0,2.221,2.221,9.472,0.0,0.0,4.0
rr3,A,anal_04,4,4.0,0.0,5.458,5.458,14.93,0.0,0.0,4.0
rr3,A,anal_04,5,4.0,0.0,10.864,10.864,25.794,0.0,0.0,4.0
rr3,A,anal_04,6,4.0,0.0,4.345,4.345,30.139,0.0,0.0,4.0
rr3,A,anal_04,1,3.0,3.0,1.691,1.691,1.691,0.05,2.91545,2.91545
rr3,A,anal_04,2,4.0,1.0,5.56,5.56,7.2509999999999994,0.05,0.722,3.63745
rr3,A,anal_04,3,4.0,0.0,2.221,2.221,9.472,0.05,-0.11105000000000001,3.5263999999999998
rr3,A,anal_04,4,4.0,0.0,5.458,5.458,14.93,0.05,-0.27290000000000003,3.2535
rr3,A,anal_04,5,4.0,0.0,10.864,10.864,25.794,0.05,-0.5432,2.7103
rr3,A,anal_04,6,4.0,0.0,4.345,4.345,30.139,0.05,-0.21725,2.49305
rr3,A,anal_04,1,3.0,3.0,1.691,1.691,1.691,0.1,2.8308999999999997,2.8308999999999997
rr3,A,anal_04,2,4.0,1.0,5.56,5.56,7.2509999999999994,0.1,0.44400000000000006,3.2749
rr3,A,anal_04,3,4.0,0.0,2.221,2.221,9.472,0.1,-0.22210000000000002,3.0528
rr3,A,anal_04,4,4.0,0.0,5.458,5.458,14.93,0.1,-0.5458000000000001,2.5069999999999997
rr3,A,anal_04,5,4.0,0.0,10.864,10.864,25.794,0.1,-1.0864,1.4205999999999999
rr3,A,anal_04,6,4.0,0.0,4.345,4.345,30.139,0.1,-0.4345,0.9861
rr3,A,anal_04,1,3.0,3.0,1.691,1.691,1.691,0.2,2.6618,2.6618
rr3,A,anal_04,2,4.0,1.0,5.56,5.56,7.2509999999999994,0.2,-0.11199999999999988,2.5498000000000003
rr3,A,anal_04,3,4.0,0.0,2.221,2.221,9.472,0.2,-0.44420000000000004,2.1056
rr3,A,anal_04,4,4.0,0.0,5.458,5.458,14.93,0.2,-1.0916000000000001,1.0139999999999998
rr3,A,anal_04,5,4.0,0.0,10.864,10.864,25.794,0.2,-2.1728,-1.1588000000000003
rr3,A,anal_04,6,4.0,0.0,4.345,4.345,30.139,0.2,-0.869,-2.0278
rr3,A,anal_04,1,3.0,3.0,1.691,1.691,1.691,0.5,2.1545,2.1545
rr3,A,anal_04,2,4.0,1.0,5.56,5.56,7.2509999999999994,0.5,-1.7799999999999998,0.3745000000000003
rr3,A,anal_04,3,4.0,0.0,2.221,2.221,9.472,0.5,-1.1105,-0.7359999999999998
rr3,A,anal_04,4,4.0,0.0,5.458,5.458,14.93,0.5,-2.729,-3.465
rr3,A,anal_04,5,4.0,0.0,10.864,10.864,25.794,0.5,-5.432,-8.897
rr3,A,anal_04,6,4.0,0.0,4.345,4.345,30.139,0.5,-2.1725,-11.0695
rr3,A,anal_05,1,4.0,4.0,1.57,1.57,1.57,0.0,4.0,4.0
rr3,A,anal_05,2,4.0,0.0,3.91,3.91,5.48,0.0,0.0,4.0
rr3,A,anal_05,3,4.0,0.0,4.672,4.672,10.152000000000001,0.0,0.0,4.0
rr3,A,anal_05,1,4.0,4.0,1.57,1.57,1.57,0.05,3.9215,3.9215
rr3,A,anal_05,2,4.0,0.0,3.91,3.91,5.48,0.05,-0.1955,3.726
rr3,A,anal_05,3,4.0,0.0,4.672,4.672,10.152000000000001,0.05,-0.2336,3.4924
rr3,A,anal_05,1,4.0,4.0,1.57,1.57,1.57,0.1,3.843,3.843
rr3,A,anal_05,2,4.0,0.0,3.91,3.91,5.48,0.1,-0.391,3.452
rr3,A,anal_05,3,4.0,0.0,4.672,4.672,10.152000000000001,0.1,-0.4672,2.9848
rr3,A,anal_05,1,4.0,4.0,1.57,1.57,1.57,0.2,3.686,3.686
rr3,A,anal_05,2,4.0,0.0,3.91,3.91,5.48,0.2,-0.782,2.904
rr3,A,anal_05,3,4.0,0.0,4.672,4.672,10.152000000000001,0.2,-0.9344,1.9695999999999998
rr3,A,anal_05,1,4.0,4.0,1.57,1.57,1.57,0.5,3.215,3.215
rr3,A,anal_05,2,4.0,0.0,3.91,3.91,5.48,0.5,-1.955,1.2599999999999998
rr3,A,anal_05,3,4.0,0.0,4.672,4.672,10.152000000000001,0.5,-2.336,-1.0760000000000005
rr3,A,crea_01,1,4.0,4.0,1.723,1.723,1.723,0.0,4.0,4.0
rr3,A,crea_01,2,4.0,0.0,2.714,2.714,4.437,0.0,0.0,4.0
rr3,A,crea_01,3,4.0,0.0,3.878,3.878,8.315000000000001,0.0,0.0,4.0
rr3,A,crea_01,4,4.0,0.0,7.079,7.079,15.394000000000002,0.0,0.0,4.0
rr3,A,crea_01,5,4.0,0.0,4.052,4.052,19.446,0.0,0.0,4.0
rr3,A,crea_01,6,4.0,0.0,1.348,1.348,20.794,0.0,0.0,4.0
rr3,A,crea_01,1,4.0,4.0,1.723,1.723,1.723,0.05,3.91385,3.91385
rr3,A,crea_01,2,4.0,0.0,2.714,2.714,4.437,0.05,-0.13570000000000002,3.77815
rr3,A,crea_01,3,4.0,0.0,3.878,3.878,8.315000000000001,0.05,-0.19390000000000002,3.58425
rr3,A,crea_01,4,4.0,0.0,7.079,7.079,15.394000000000002,0.05,-0.35395,3.2302999999999997
rr3,A,crea_01,5,4.0,0.0,4.052,4.052,19.446,0.05,-0.2026,3.0277
rr3,A,crea_01,6,4.0,0.0,1.348,1.348,20.794,0.05,-0.0674,2.9603
rr3,A,crea_01,1,4.0,4.0,1.723,1.723,1.723,0.1,3.8277,3.8277
rr3,A,crea_01,2,4.0,0.0,2.714,2.714,4.437,0.1,-0.27140000000000003,3.5563
rr3,A,crea_01,3,4.0,0.0,3.878,3.878,8.315000000000001,0.1,-0.38780000000000003,3.1685
rr3,A,crea_01,4,4.0,0.0,7.079,7.079,15.394000000000002,0.1,-0.7079,2.4605999999999995
rr3,A,crea_01,5,4.0,0.0,4.052,4.052,19.446,0.1,-0.4052,2.0553999999999997
rr3,A,crea_01,6,4.0,0.0,1.348,1.348,20.794,0.1,-0.1348,1.9205999999999999
rr3,A,crea_01,1,4.0,4.0,1.723,1.723,1.723,0.2,3.6554,3.6554
rr3,A,crea_01,2,4.0,0.0,2.714,2.714,4.437,0.2,-0.5428000000000001,3.1126
rr3,A,crea_01,3,4.0,0.0,3.878,3.878,8.315000000000001,0.2,-0.7756000000000001,2.3369999999999997
rr3,A,crea_01,4,4.0,0.0,7.079,7.079,15.394000000000002,0.2,-1.4158,0.9211999999999994
rr3,A,crea_01,5,4.0,0.0,4.052,4.052,19.446,0.2,-0.8104,0.11079999999999934
rr3,A,crea_01,6,4.0,0.0,1.348,1.348,20.794,0.2,-0.2696,-0.15880000000000027
rr3,A,crea_01,1,4.0,4.0,1.723,1.723,1.723,0.5,3.1385,3.1385
rr3,A,crea_01,2,4.0,0.0,2.714,2.714,4.437,0.5,-1.357,1.7814999999999999
rr3,A,crea_01,3,4.0,0.0,3.878,3.878,8.315000000000001,0.5,-1.939,-0.15750000000000064
rr3,A,crea_01,4,4.0,0.0,7.079,7.079,15.394000000000002,0.5,-3.5395,-3.697000000000001
rr3,A,crea_01,5,4.0,0.0,4.052,4.052,19.446,0.5,-2.026,-5.723000000000001
rr3,A,crea_01,6,4.0,0.0,1.348,1.348,20.794,0.5,-0.674,-6.397
rr3,A,crea_02,1,4.0,4.0,0.69,0.69,0.69,0.0,4.0,4.0
rr3,A,crea_02,2,3.0,-1.0,1.43,1.43,2.12,0.0,-1.0,3.0
rr3,A,crea_02,3,5.0,2.0,1.818,1.818,3.938,0.0,2.0,5.0
rr3,A,crea_02,1,4.0,4.0,0.69,0.69,0.69,0.05,3.9655,3.9655
rr3,A,crea_02,2,3.0,-1.0,1.43,1.43,2.12,0.05,-1.0715,2.894
rr3,A,crea_02,3,5.0,2.0,1.818,1.818,3.938,0.05,1.9091,4.8031
rr3,A,crea_02,1,4.0,4.0,0.69,0.69,0.69,0.1,3.931,3.931
rr3,A,crea_02,2,3.0,-1.0,1.43,1.43,2.12,0.1,-1.143,2.788
rr3,A,crea_02,3,5.0,2.0,1.818,1.818,3.938,0.1,1.8182,4.6062
rr3,A,crea_02,1,4.0,4.0,0.69,0.69,0.69,0.2,3.862,3.862
rr3,A,crea_02,2,3.0,-1.0,1.43,1.43,2.12,0.2,-1.286,2.576
rr3,A,crea_02,3,5.0,2.0,1.818,1.818,3.938,0.2,1.6364,4.2124
rr3,A,crea_02,1,4.0,4.0,0.69,0.69,0.69,0.5,3.6550000000000002,3.6550000000000002
rr3,A,crea_02,2,3.0,-1.0,1.43,1.43,2.12,0.5,-1.7149999999999999,1.94
rr3,A,crea_02,3,5.0,2.0,1.818,1.818,3.938,0.5,1.091,3.0309999999999997
rr3,A,crea_03,1,4.0,4.0,1.64,1.64,1.64,0.0,4.0,4.0
rr3,A,crea_03,2,4.0,0.0,4.5,4.5,6.14,0.0,0.0,4.0
rr3,A,crea_03,3,4.0,0.0,1.248,1.248,7.388,0.0,0.0,4.0
rr3,A,crea_03,1,4.0,4.0,1.64,1.64,1.64,0.05,3.918,3.918
rr3,A,crea_03,2,4.0,0.0,4.5,4.5,6.14,0.05,-0.225,3.693
rr3,A,crea_03,3,4.0,0.0,1.248,1.248,7.388,0.05,-0.062400000000000004,3.6306
rr3,A,crea_03,1,4.0,4.0,1.64,1.64,1.64,0.1,3.836,3.836
rr3,A,crea_03,2,4.0,0.0,4.5,4.5,6.14,0.1,-0.45,3.386
rr3,A,crea_03,3,4.0,0.0,1.248,1.248,7.388,0.1,-0.12480000000000001,3.2612
rr3,A,crea_03,1,4.0,4.0,1.64,1.64,1.64,0.2,3.672,3.672
rr3,A,crea_03,2,4.0,0.0,4.5,4.5,6.14,0.2,-0.9,2.7720000000000002
rr3,A,crea_03,3,4.0,0.0,1.248,1.248,7.388,0.2,-0.24960000000000002,2.5224
rr3,A,crea_03,1,4.0,4.0,1.64,1.64,1.64,0.5,3.18,3.18
rr3,A,crea_03,2,4.0,0.0,4.5,4.5,6.14,0.5,-2.25,0.9300000000000002
rr3,A,crea_03,3,4.0,0.0,1.248,1.248,7.388,0.5,-0.624,0.30600000000000005
rr3,A,crea_04,1,4.0,4.0,1.75,1.75,1.75,0.0,4.0,4.0
rr3,A,crea_04,2,4.0,0.0,4.871,4.871,6.621,0.0,0.0,4.0
rr3,A,crea_04,3,4.0,0.0,2.136,2.136,8.757000000000001,0.0,0.0,4.0
rr3,A,crea_04,4,4.0,0.0,8.998,8.998,17.755000000000003,0.0,0.0,4.0
rr3,A,crea_04,5,4.0,0.0,8.567,8.567,26.322000000000003,0.0,0.0,4.0
rr3,A,crea_04,6,4.0,0.0,1.084,1.084,27.406000000000002,0.0,0.0,4.0
rr3,A,crea_04,1,4.0,4.0,1.75,1.75,1.75,0.05,3.9125,3.9125
rr3,A,crea_04,2,4.0,0.0,4.871,4.871,6.621,0.05,-0.24355000000000004,3.6689499999999997
rr3,A,crea_04,3,4.0,0.0,2.136,2.136,8.757000000000001,0.05,-0.1068,3.56215
rr3,A,crea_04,4,4.0,0.0,8.998,8.998,17.755000000000003,0.05,-0.44989999999999997,3.11225
rr3,A,crea_04,5,4.0,0.0,8.567,8.567,26.322000000000003,0.05,-0.42835,2.6838999999999995
rr3,A,crea_04,6,4.0,0.0,1.084,1.084,27.406000000000002,0.05,-0.054200000000000005,2.6296999999999997
rr3,A,crea_04,1,4.0,4.0,1.75,1.75,1.75,0.1,3.825,3.825
rr3,A,crea_04,2,4.0,0.0,4.871,4.871,6.621,0.1,-0.4871000000000001,3.3379
rr3,A,crea_04,3,4.0,0.0,2.136,2.136,8.757000000000001,0.1,-0.2136,3.1243
rr3,A,crea_04,4,4.0,0.0,8.998,8.998,17.755000000000003,0.1,-0.8997999999999999,2.2245
rr3,A,crea_04,5,4.0,0.0,8.567,8.567,26.322000000000003,0.1,-0.8567,1.3677999999999995
rr3,A,crea_04,6,4.0,0.0,1.084,1.084,27.406000000000002,0.1,-0.10840000000000001,1.2593999999999994
rr3,A,crea_04,1,4.0,4.0,1.75,1.75,1.75,0.2,3.65,3.65
rr3,A,crea_04,2,4.0,0.0,4.871,4.871,6.621,0.2,-0.9742000000000002,2.6757999999999997
rr3,A,crea_04,3,4.0,0.0,2.136,2.136,8.757000000000001,0.2,-0.4272,2.2485999999999997
rr3,A,crea_04,4,4.0,0.0,8.998,8.998,17.755000000000003,0.2,-1.7995999999999999,0.4489999999999994
rr3,A,crea_04,5,4.0,0.0,8.567,8.567,26.322000000000003,0.2,-1.7134,-1.264400000000001
rr3,A,crea_04,6,4.0,0.0,1.084,1.084,27.406000000000002,0.2,-0.21680000000000002,-1.4812000000000012
rr3,A,crea_04,1,4.0,4.0,1.75,1.75,1.75,0.5,3.125,3.125
rr3,A,crea_04,2,4.0,0.0,4.871,4.871,6.621,0.5,-2.4355,0.6894999999999998
rr3,A,crea_04,3,4.0,0.0,2.136,2.136,8.757000000000001,0.5,-1.068,-0.3785000000000007
rr3,A,crea_04,4,4.0,0.0,8.998,8.998,17.755000000000003,0.5,-4.499,-4.877500000000001
rr3,A,crea_04,5,4.0,0.0,8.567,8.567,26.322000000000003,0.5,-4.2835,-9.161000000000001
rr3,A,crea_04,6,4.0,0.0,1.084,1.084,27.406000000000002,0.5,-0.542,-9.703000000000001
rr3,A,crea_05,1,5.0,5.0,0.78,0.78,0.78,0.0,5.0,5.0
rr3,A,crea_05,2,4.0,-1.0,1.549,1.549,2.3289999999999997,0.0,-1.0,4.0
rr3,A,crea_05,3,5.0,1.0,2.381,2.381,4.709999999999999,0.0,1.0,5.0
rr3,A,crea_05,1,5.0,5.0,0.78,0.78,0.78,0.05,4.961,4.961
rr3,A,crea_05,2,4.0,-1.0,1.549,1.549,2.3289999999999997,0.05,-1.07745,3.88355
rr3,A,crea_05,3,5.0,1.0,2.381,2.381,4.709999999999999,0.05,0.88095,4.7645
rr3,A,crea_05,1,5.0,5.0,0.78,0.78,0.78,0.1,4.922,4.922
rr3,A,crea_05,2,4.0,-1.0,1.549,1.549,2.3289999999999997,0.1,-1.1549,3.7671
rr3,A,crea_05,3,5.0,1.0,2.381,2.381,4.709999999999999,0.1,0.7619,4.529
rr3,A,crea_05,1,5.0,5.0,0.78,0.78,0.78,0.2,4.844,4.844
rr3,A,crea_05,2,4.0,-1.0,1.549,1.549,2.3289999999999997,0.2,-1.3098,3.5342000000000002
rr3,A,crea_05,3,5.0,1.0,2.381,2.381,4.709999999999999,0.2,0.5238,4.058
rr3,A,crea_05,1,5.0,5.0,0.78,0.78,0.78,0.5,4.61,4.61
rr3,A,crea_05,2,4.0,-1.0,1.549,1.549,2.3289999999999997,0.5,-1.7745,2.8355
rr3,A,crea_05,3,5.0,1.0,2.381,2.381,4.709999999999999,0.5,-0.1904999999999999,2.6450000000000005
rr3,A,fact_01,1,5.0,5.0,0.688,0.688,0.688,0.0,5.0,5.0
rr3,A,fact_01,2,5.0,0.0,1.411,1.411,2.099,0.0,0.0,5.0
rr3,A,fact_01,3,5.0,0.0,2.123,2.123,4.222,0.0,0.0,5.0
rr3,A,fact_01,1,5.0,5.0,0.688,0.688,0.688,0.05,4.9656,4.9656
rr3,A,fact_01,2,5.0,0.0,1.411,1.411,2.099,0.05,-0.07055,4.89505
rr3,A,fact_01,3,5.0,0.0,2.123,2.123,4.222,0.05,-0.10615000000000002,4.7889
rr3,A,fact_01,1,5.0,5.0,0.688,0.688,0.688,0.1,4.9312,4.9312
rr3,A,fact_01,2,5.0,0.0,1.411,1.411,2.099,0.1,-0.1411,4.7901
rr3,A,fact_01,3,5.0,0.0,2.123,2.123,4.222,0.1,-0.21230000000000004,4.5778
rr3,A,fact_01,1,5.0,5.0,0.688,0.688,0.688,0.2,4.8624,4.8624
rr3,A,fact_01,2,5.0,0.0,1.411,1.411,2.099,0.2,-0.2822,4.5802
rr3,A,fact_01,3,5.0,0.0,2.123,2.123,4.222,0.2,-0.4246000000000001,4.1556
rr3,A,fact_01,1,5.0,5.0,0.688,0.688,0.688,0.5,4.656,4.656
rr3,A,fact_01,2,5.0,0.0,1.411,1.411,2.099,0.5,-0.7055,3.9505
rr3,A,fact_01,3,5.0,0.0,2.123,2.123,4.222,0.5,-1.0615,2.889
rr3,A,fact_02,1,5.0,5.0,0.687,0.687,0.687,0.0,5.0,5.0
rr3,A,fact_02,2,4.0,-1.0,1.74,1.74,2.427,0.0,-1.0,4.0
rr3,A,fact_02,3,4.0,0.0,2.46,2.46,4.8870000000000005,0.0,0.0,4.0
rr3,A,fact_02,4,4.0,0.0,5.252,5.252,10.139,0.0,0.0,4.0
rr3,A,fact_02,5,4.0,0.0,1.917,1.917,12.056,0.0,0.0,4.0
rr3,A,fact_02,6,4.0,0.0,1.023,1.023,13.078999999999999,0.0,0.0,4.0
rr3,A,fact_02,1,5.0,5.0,0.687,0.687,0.687,0.05,4.96565,4.96565
rr3,A,fact_02,2,4.0,-1.0,1.74,1.74,2.427,0.05,-1.087,3.87865
rr3,A,fact_02,3,4.0,0.0,2.46,2.46,4.8870000000000005,0.05,-0.123,3.75565
rr3,A,fact_02,4,4.0,0.0,5.252,5.252,10.139,0.05,-0.2626,3.49305
rr3,A,fact_02,5,4.0,0.0,1.917,1.917,12.056,0.05,-0.09585,3.3971999999999998
rr3,A,fact_02,6,4.0,0.0,1.023,1.023,13.078999999999999,0.05,-0.05115,3.34605
rr3,A,fact_02,1,5.0,5.0,0.687,0.687,0.687,0.1,4.9313,4.9313
rr3,A,fact_02,2,4.0,-1.0,1.74,1.74,2.427,0.1,-1.174,3.7573
rr3,A,fact_02,3,4.0,0.0,2.46,2.46,4.8870000000000005,0.1,-0.246,3.5113
rr3,A,fact_02,4,4.0,0.0,5.252,5.252,10.139,0.1,-0.5252,2.9861
rr3,A,fact_02,5,4.0,0.0,1.917,1.917,12.056,0.1,-0.1917,2.7944
rr3,A,fact_02,6,4.0,0.0,1.023,1.023,13.078999999999999,0.1,-0.1023,2.6921
rr3,A,fact_02,1,5.0,5.0,0.687,0.687,0.687,0.2,4.8626,4.8626
rr3,A,fact_02,2,4.0,-1.0,1.74,1.74,2.427,0.2,-1.348,3.5145999999999997
rr3,A,fact_02,3,4.0,0.0,2.46,2.46,4.8870000000000005,0.2,-0.492,3.0225999999999997
rr3,A,fact_02,4,4.0,0.0,5.252,5.252,10.139,0.2,-1.0504,1.9722
rr3,A,fact_02,5,4.0,0.0,1.917,1.917,12.056,0.2,-0.3834,1.5888
rr3,A,fact_02,6,4.0,0.0,1.023,1.023,13.078999999999999,0.2,-0.2046,1.3841999999999999
rr3,A,fact_02,1,5.0,5.0,0.687,0.687,0.687,0.5,4.6565,4.6565
rr3,A,fact_02,2,4.0,-1.0,1.74,1.74,2.427,0.5,-1.87,2.7865
rr3,A,fact_02,3,4.0,0.0,2.46,2.46,4.8870000000000005,0.5,-1.23,1.5564999999999998
rr3,A,fact_02,4,4.0,0.0,5.252,5.252,10.139,0.5,-2.626,-1.0694999999999997
rr3,A,fact_02,5,4.0,0.0,1.917,1.917,12.056,0.5,-0.9585,-2.0279999999999996
rr3,A,fact_02,6,4.0,0.0,1.023,1.023,13.078999999999999,0.5,-0.5115,-2.5394999999999994
rr3,A,fact_03,1,4.0,4.0,1.539,1.539,1.539,0.0,4.0,4.0
rr3,A,fact_03,2,4.0,0.0,2.887,2.887,4.426,0.0,0.0,4.0
rr3,A,fact_03,3,5.0,1.0,4.085,4.085,8.511,0.0,1.0,5.0
rr3,A,fact_03,4,5.0,0.0,7.239,7.239,15.75,0.0,0.0,5.0
rr3,A,fact_03,5,5.0,0.0,2.461,2.461,18.211,0.0,0.0,5.0
rr3,A,fact_03,6,5.0,0.0,1.278,1.278,19.488999999999997,0.0,0.0,5.0
rr3,A,fact_03,1,4.0,4.0,1.539,1.539,1.539,0.05,3.92305,3.92305
rr3,A,fact_03,2,4.0,0.0,2.887,2.887,4.426,0.05,-0.14435,3.7787
rr3,A,fact_03,3,5.0,1.0,4.085,4.085,8.511,0.05,0.79575,4.57445
rr3,A,fact_03,4,5.0,0.0,7.239,7.239,15.75,0.05,-0.36195,4.2125
rr3,A,fact_03,5,5.0,0.0,2.461,2.461,18.211,0.05,-0.12304999999999999,4.08945
rr3,A,fact_03,6,5.0,0.0,1.278,1.278,19.488999999999997,0.05,-0.0639,4.02555
rr3,A,fact_03,1,4.0,4.0,1.539,1.539,1.539,0.1,3.8461,3.8461
rr3,A,fact_03,2,4.0,0.0,2.887,2.887,4.426,0.1,-0.2887,3.5574
rr3,A,fact_03,3,5.0,1.0,4.085,4.085,8.511,0.1,0.5914999999999999,4.1489
rr3,A,fact_03,4,5.0,0.0,7.239,7.239,15.75,0.1,-0.7239,3.425
rr3,A,fact_03,5,5.0,0.0,2.461,2.461,18.211,0.1,-0.24609999999999999,3.1789
rr3,A,fact_03,6,5.0,0.0,1.278,1.278,19.488999999999997,0.1,-0.1278,3.0511
rr3,A,fact_03,1,4.0,4.0,1.539,1.539,1.539,0.2,3.6922,3.6922
rr3,A,fact_03,2,4.0,0.0,2.887,2.887,4.426,0.2,-0.5774,3.1148
rr3,A,fact_03,3,5.0,1.0,4.085,4.085,8.511,0.2,0.18299999999999994,3.2978
rr3,A,fact_03,4,5.0,0.0,7.239,7.239,15.75,0.2,-1.4478,1.8499999999999996
rr3,A,fact_03,5,5.0,0.0,2.461,2.461,18.211,0.2,-0.49219999999999997,1.3578000000000001
rr3,A,fact_03,6,5.0,0.0,1.278,1.278,19.488999999999997,0.2,-0.2556,1.1022000000000003
rr3,A,fact_03,1,4.0,4.0,1.539,1.539,1.539,0.5,3.2305,3.2305
rr3,A,fact_03,2,4.0,0.0,2.887,2.887,4.426,0.5,-1.4435,1.787
rr3,A,fact_03,3,5.0,1.0,4.085,4.085,8.511,0.5,-1.0425,0.7445000000000004
rr3,A,fact_03,4,5.0,0.0,7.239,7.239,15.75,0.5,-3.6195,-2.875
rr3,A,fact_03,5,5.0,0.0,2.461,2.461,18.211,0.5,-1.2305,-4.105499999999999
rr3,A,fact_03,6,5.0,0.0,1.278,1.278,19.488999999999997,0.5,-0.639,-4.744499999999999
rr3,A,fact_04,1,5.0,5.0,1.019,1.019,1.019,0.0,5.0,5.0
rr3,A,fact_04,2,5.0,0.0,2.077,2.077,3.096,0.0,0.0,5.0
